ENSG00000001631::ENSG00000240720	KRIT1::LRRD1	295.268	0.0630861	74	2268;77;	PASS:GF	7:92213194-92213400;7:92144752-92145073;
ENSG00000001631::ENSG00000285772	KRIT1::AC000120.2	103.201	0.0239521	28	2268;69;	PASS:GF	7:92213194-92213400;7:92112177-92113842;
ENSG00000006837::ENSG00000113575	CDKL3::PPP2CA	176.496	0.29375	94	292;347;	PASS:GF	5:134302589-134302686;5:134197129-134197843;
ENSG00000026103::ENSG00000138134	FAS::STAMBPL1	67.8951	0.0466844	44	1712;172;	PASS:GF	10:89003026-89003191;10:88969954-88973346;
ENSG00000058056::ENSG00000136521	USP13::NDUFB5	192.105	0.0546512	47	1269;450;	PASS:GF	3:179681877-179682002;3:179618414-179618510;
ENSG00000070759::ENSG00000132781	TESK2::MUTYH	234.03	0.0397691	31	118;1440;	PASS:GF	1:45355302-45355450;1:45329261-45329438;
ENSG00000074706::ENSG00000153721	IPCEF1::CNKSR3	95.4328	0.115385	30	384;135;	PASS:RT	6:154159829-154160041;6:154410342-154410431;
ENSG00000075790::ENSG00000105865	BCAP29::DUS4L	1313.98	0.757426	306	491;316;	PASS:GF	7:107580758-107580863;7:107563971-107564246;
ENSG00000076944::ENSG00000229833	STXBP2::PET100	79.5273	0.0470588	20	670;179;	PASS:GF	19:7638725-7638774;19:7629819-7629875;
ENSG00000090659::ENSG00000182566	CD209::CLEC4G	927.76	0.458078	112	328;160;	PASS:GF	19:7741566-7742565;19:7729820-7729935;
ENSG00000100243::ENSG00000128274	CYB5R3::A4GALT	84.5547	0.0305755	17	932;179;	PASS:GF	22:42628151-42628280;22:42720796-42720869;
ENSG00000101150::ENSG00000101152	TPD52L2::DNAJC5	84.2604	0.140056	25	298;58;	PASS:GF	20:63865335-63865386;20:63928334-63928451;
ENSG00000103150::ENSG00000230989	MLYCD::HSBP1	351.044	0.392027	59	19;281;	PASS:GF	16:83906986-83907098;16:83808156-83808747;
ENSG00000107201::ENSG00000197579	DDX58::TOPORS	384.477	0.263158	50	327;52;	PASS:GF	9:32455375-32457417;9:32550773-32550967;
ENSG00000107521::ENSG00000119943	HPS1::PYROXD2	124.233	0.0873735	82	1732;144;	PASS:GF	10:98417059-98417720;10:98414001-98414294;
ENSG00000108387::ENSG00000181013	SEPT4::AC005666.1	252.552	0.0973952	43	856;26;	PASS:GF	17:58520261-58520484;17:58541917-58541965;
ENSG00000109654::ENSG00000121211	TRIM2::MND1	802.387	0.0956072	148	2921;174;	PASS:GF	4:153204444-153204559;4:153350063-153350128;
