ENSG00000000005::ENSG00000116815	TNMD::CD58	117.048	0.215827	15	38;100;	PASS:GF	X:100584972-100585065;1:116521869-116521982;
ENSG00000000971::ENSG00000135951	CFH::TSGA10	130.346	0.0316931	19	828;370;	PASS:GF	1:196740628-196740791;2:99127057-99127175;
ENSG00000001167::ENSG00000165841	NFYA::CYP2C19	55.6855	0.395062	16	38;42;	PASS:GF	6:41079113-41079163;10:94842849-94843023;
ENSG00000001626::ENSG00000269242	CFTR::AC010422.3	65.5891	0.0486409	17	680;18;	PASS:GF	7:117480104-117480146;19:12643888-12643945;
ENSG00000001631::ENSG00000240720	KRIT1::LRRD1	213.337	0.0686084	53	1487;57;	PASS:GF	7:92213194-92213400;7:92144792-92145073;
ENSG00000001631::ENSG00000285772	KRIT1::AC000120.2	87.8274	0.0313316	24	1487;44;	PASS:GF	7:92213194-92213400;7:92112176-92113842;
ENSG00000002745::ENSG00000146731	WNT16::CCT6A	75.2449	0.160377	17	42;169;	PASS:GF	7:121329565-121329636;7:56058010-56058102;
ENSG00000003096::ENSG00000140534	KLHL13::TICRR	142.129	0.146552	17	165;66;	PASS:GF	X:117898125-117899394;15:89625563-89625785;
ENSG00000003509::ENSG00000105516	NDUFAF7::DBP	87.1431	0.0784314	14	259;97;	PASS:GF	2:37242086-37242692;19:48630220-48631051;
ENSG00000003989::ENSG00000101307	SLC7A2::SIRPB1	108.687	0.0904762	19	127;292;	PASS:GF	8:17551774-17551985;20:1598829-1598935;
ENSG00000004809::ENSG00000135945	SLC22A16::REV1	25.0816	0.083682	20	156;321;	PASS:GF	6:110442282-110442774;2:99442325-99442468;
ENSG00000004846::ENSG00000117394	ABCB5::SLC2A1	75.2449	0.100264	19	124;254;	PASS:GF	7:20727036-20727135;1:42926441-42927239;
ENSG00000005007::ENSG00000141027	UPF1::NCOR1	133.769	0.0360169	17	359;584;	PASS:GF	19:18850693-18850867;17:16215662-16216090;
ENSG00000005022::ENSG00000065057	SLC25A5::NTHL1	150.49	0.119874	19	76;240;	PASS:GF	X:119469674-119470146;16:2043584-2043725;
ENSG00000006025::ENSG00000117228	AC003665.1::GBP1	91.9659	0.0742706	14	204;172;	PASS:GF	17:47820215-47820364;1:89052234-89053467;
ENSG00000006118::ENSG00000197822	TMEM132A::OCLN	108.687	0.0678571	19	274;285;	PASS:GF	11:60927092-60927417;5:69513959-69514108;
ENSG00000006606::ENSG00000139405	CCL26::RITA1	101.667	0.291262	15	39;63;	PASS:GF	7:75772113-75772253;12:113186197-113186315;
ENSG00000006831::ENSG00000177324	ADIPOR2::BEND2	41.8027	0.245399	20	121;41;	PASS:GF	12:1754268-1754513;X:18174039-18174257;
ENSG00000006837::ENSG00000113575	CDKL3::PPP2CA	152.502	0.315036	66	185;233;	PASS:GF	5:134302589-134302686;5:134197129-134197843;
ENSG00000008323::ENSG00000149150	PLEKHG6::SLC43A1	133.769	0.0854271	17	195;202;	PASS:GF	12:6319473-6319672;11:57501218-57501328;
ENSG00000010932::ENSG00000163728	FMO1::TTC14	72.6193	0.0678851	13	164;218;	PASS:GF	1:171275354-171275507;3:180602203-180602421;
ENSG00000012232::ENSG00000056972	EXTL3::TRAF3IP2	59.6264	0.0426487	19	478;412;	PASS:GF	8:28731235-28731349;6:111580208-111580388;
ENSG00000013297::ENSG00000175538	CLDN11::KCNE3	84.3536	0.154472	19	132;113;	PASS:GF	3:170423169-170423326;11:74461966-74462102;
ENSG00000013583::ENSG00000173638	HEBP1::SLC19A1	83.6054	0.076087	14	98;269;	PASS:GF	12:12989289-12989414;21:45520425-45520555;
ENSG00000014824::ENSG00000143858	SLC30A9::SYT2	125.408	0.251748	18	105;37;	PASS:GF	4:42070532-42070693;1:202605605-202605788;
ENSG00000018408::ENSG00000039600	WWTR1::SOX30	150.49	0.129252	19	230;63;	PASS:GF	3:149518674-149520980;5:157648668-157648893;
ENSG00000021461::ENSG00000140104	CYP3A43::CLBA1	133.769	0.0717131	18	323;178;	PASS:GF	7:99828079-99828185;14:104991505-104991619;
ENSG00000026103::ENSG00000138134	FAS::STAMBPL1	56.8639	0.0490119	31	1149;115;	PASS:GF	10:89003026-89003191;10:88970630-88973346;
ENSG00000029993::ENSG00000068784	HMGB3::SRBD1	150.49	0.2	20	97;102;	PASS:GF	X:150983400-150983590;2:45389070-45389598;
ENSG00000033627::ENSG00000172469	ATP6V0A1::MANEA	75.2449	0.0382409	20	850;195;	PASS:GF	17:42513873-42513977;6:95586434-95586982;
ENSG00000036257::ENSG00000180998	CUL3::GPR137C	119.326	0.0831169	16	297;87;	PASS:GF	2:224535536-224535640;14:52633841-52633945;
ENSG00000036549::ENSG00000197106	AC118549.1::SLC6A17	91.9659	0.0869565	12	226;49;	PASS:GF	1:77641535-77641655;1:110173988-110174098;
ENSG00000037757::ENSG00000197386	MRI1::HTT	116.191	0.0578778	18	120;501;	PASS:GF	19:13765966-13766068;4:3041656-3042244;
ENSG00000039068::ENSG00000140274	CDH1::DUOXA2	108.929	0.129496	18	215;62;	PASS:GF	16:68823325-68823625;15:45116132-45116257;
ENSG00000041982::ENSG00000100450	TNC::GZMH	41.8027	0.0837696	16	321;60;	PASS:GF	9:115030274-115030404;14:24607163-24607408;
ENSG00000042832::ENSG00000103657	TG::HERC1	41.8027	0.0457797	16	396;302;	PASS:GF	8:133116647-133116715;15:63630532-63630634;
ENSG00000043143::ENSG00000079101	JADE2::CLUL1	119.326	0.0560132	17	351;255;	PASS:GF	5:134552062-134552208;18:597048-597128;
ENSG00000048462::ENSG00000135837	TNFRSF17::CEP350	79.6095	0.0508221	17	60;608;	PASS:GF	16:11965360-11965453;1:180098870-180098984;
ENSG00000048707::ENSG00000105875	VPS13D::WDR91	101.53	0.0449438	20	448;441;	PASS:GF	1:12465031-12465248;7:135185588-135186313;
ENSG00000051596::ENSG00000198356	THOC3::ASNA1	107.343	0.120805	18	238;59;	PASS:GF	5:175961283-175961433;19:12747408-12747589;
ENSG00000054277::ENSG00000108379	OPN3::WNT3	81.0132	0.0933333	14	140;159;	PASS:GF	1:241593985-241594690;17:46769793-46770047;
ENSG00000055732::ENSG00000092621	MCOLN3::PHGDH	66.8843	0.0446097	18	125;681;	PASS:GF	1:85018506-85019256;1:119739810-119740517;
ENSG00000056998::ENSG00000095906	GYG2::NUBP2	108.687	0.0691145	16	161;301;	PASS:GF	X:2854997-2855154;16:1783134-1783505;
ENSG00000058056::ENSG00000136521	USP13::NDUFB5	151.449	0.0553078	31	827;293;	PASS:GF	3:179681877-179682002;3:179604811-179604938;
ENSG00000060982::ENSG00000196182	BCAT1::STK40	75.2449	0.0952381	17	199;157;	PASS:GF	12:24881309-24881410;1:36355294-36355439;
ENSG00000061337::ENSG00000082497	LZTS1::SERTAD4	95.4609	0.285714	20	63;76;	PASS:GF	8:20252796-20253584;1:210237957-210238134;
ENSG00000064309::ENSG00000167740	CDON::CYB5D2	142.129	0.0714286	19	431;100;	PASS:GF	11:126001392-126001849;17:4143232-4143312;
ENSG00000064726::ENSG00000085224	BTBD1::ATRX	117.048	0.0722433	19	84;441;	PASS:GF	15:83041729-83041924;X:77507393-77508628;
ENSG00000065029::ENSG00000113318	ZNF76::MSH3	91.9659	0.105263	19	212;148;	PASS:GF	6:35286139-35286398;5:80813655-80813744;
ENSG00000066294::ENSG00000165698	CD84::SPACA9	108.687	0.148148	16	155;60;	PASS:GF	1:160553186-160553496;9:132878934-132879013;
ENSG00000066629::ENSG00000121270	EML1::ABCC11	83.6054	0.057508	18	429;196;	PASS:GF	14:99878497-99878618;16:48215207-48215343;
ENSG00000066654::ENSG00000152611	THUMPD1::CAPSL	150.49	0.161435	18	122;100;	PASS:GF	16:20738902-20739072;5:35904350-35904645;
ENSG00000067221::ENSG00000161179	STOML1::YDJC	100.326	0.095	19	256;143;	PASS:GF	15:73988757-73988803;22:21629019-21629186;
ENSG00000067992::ENSG00000176485	PDK3::PLAAT3	91.9659	0.180095	19	121;89;	PASS:GF	X:24531668-24531772;11:63598069-63598162;
ENSG00000068305::ENSG00000111424	MEF2A::VDR	69.0065	0.0635514	17	370;164;	PASS:GF	15:99706768-99706860;12:47843104-47845006;
ENSG00000068354::ENSG00000103274	TBC1D25::NUBP1	101.667	0.123552	16	99;159;	PASS:GF	X:48539844-48539925;16:10761379-10761471;
ENSG00000070759::ENSG00000132781	TESK2::MUTYH	142.129	0.0404624	21	78;959;	PASS:GF	1:45355302-45355450;1:45329261-45329438;
