ENSG00000063177::ENSG00000087086	RPL18::FTL	10.4415	0.000216474	3	11911;15805;	PASS:RT	19:48615334-48615446;19:48965321-48965608;
ENSG00000067182::ENSG00000111319	TNFRSF1A::SCNN1A	17.4942	0.0145985	3	295;115;	PASS:RT	12:6331116-6331992;12:6348934-6349004;
ENSG00000075218::ENSG00000100416	GTSE1::TRMU	108.63	0.17301	25	106;182;	PASS:GF	22:46316300-46316411;22:46333081-46333675;
ENSG00000075790::ENSG00000105865	BCAP29::DUS4L	28.1669	0.0361446	3	128;37;	PASS:RT	7:107580758-107580863;7:107564596-107564675;
ENSG00000076554::ENSG00000147586	TPD52::MRPS28	48.3238	0.0120603	6	429;565;	PASS:RT	8:80042619-80042667;8:79918720-79919147;
ENSG00000100097::ENSG00000241360	LGALS1::PDXP	48.2128	0.0020549	7	6580;232;	PASS:RT	22:37676985-37677064;22:37658977-37659355;
ENSG00000100243::ENSG00000128274	CYB5R3::A4GALT	25.5405	0.0123967	3	461;22;	PASS:RT	22:42618844-42619944;22:42720796-42720873;
ENSG00000101294::ENSG00000125968	HM13::ID1	48.3238	0.00550206	6	558;1622;	PASS:RT	20:31577603-31577781;20:31605371-31605812;
ENSG00000103264::ENSG00000260456	FBXO31::C16orf95	68.2195	0.173077	9	43;60;	PASS:RT	16:87333885-87334285;16:87302826-87303074;
ENSG00000106004::ENSG00000106006	HOXA5::HOXA6	18.4133	2	12	11;0;	PASS:GF	7:27141141-27142084;7:27145462-27145916;
ENSG00000110583::ENSG00000176340	NAA40::COX8A	101.159	0.00697385	14	27;3987;	PASS:RT	11:63939015-63939101;11:63976224-63976536;
ENSG00000115204::ENSG00000163794	MPV17::UCN	39.5992	0.0487805	4	163;0;	PASS:RT	2:27309396-27309998;2:27307660-27308644;
ENSG00000115540::ENSG00000115541	MOB4::HSPE1	26.3424	0.00141483	5	279;6788;	PASS:RT	2:197523623-197523685;2:197500392-197500438;
ENSG00000117151::ENSG00000174021	CTBS::GNG5	149.793	0.0319716	27	33;1655;	PASS:RT	1:84563256-84563417;1:84498325-84498547;
ENSG00000117222::ENSG00000174529	RBBP5::TMEM81	40.3285	0.196078	5	50;0;	PASS:GF	1:205084613-205086232;1:205083154-205084593;
ENSG00000117480::ENSG00000117481	FAAH::NSUN4	28.8363	0.046875	3	41;86;	PASS:RT	1:46408458-46408583;1:46340847-46340918;
ENSG00000120068::ENSG00000170689	HOXB8::HOXB9	18.105	0.0275229	3	167;50;	PASS:RT	17:48612452-48613508;17:48625752-48626463;
ENSG00000123297::ENSG00000123427	TSFM::EEF1AKMT3	46.0333	0.0328947	5	299;4;	PASS:RT	12:57783109-57783282;12:57772284-57772396;
ENSG00000123989::ENSG00000124006	CHPF::OBSL1	41.1291	0.012109	6	726;264;	PASS:RT	2:219541482-219542188;2:219551528-219551797;
ENSG00000125650::ENSG00000125651	PSPN::GTF2F1	27.3798	0.0258398	5	0;386;	PASS:GF	19:6378383-6379346;19:6380284-6380484;
ENSG00000128218::ENSG00000250479	VPREB3::CHCHD10	43.9327	0.00500695	9	0;3594;	PASS:RT	22:23752781-23753197;22:23766127-23766274;
ENSG00000136271::ENSG00000158604	DDX56::TMED4	25.8015	0.00692042	3	734;132;	PASS:RT	7:44574081-44574260;7:44581448-44581573;
ENSG00000141086::ENSG00000205220	CTRL::PSMB10	27.881	0.0156556	4	16;494;	PASS:RT	16:67929885-67930094;16:67935107-67935212;
ENSG00000141644::ENSG00000172361	MBD1::CFAP53	40.3285	0.183908	8	85;1;	PASS:GF	18:50272676-50272737;18:50261715-50262218;
ENSG00000141994::ENSG00000212123	DUS3L::PRR22	67.2848	0.217949	17	146;9;	PASS:GF	19:5785382-5785510;19:5782965-5784052;
ENSG00000145781::ENSG00000177879	COMMD10::AP3S1	663.666	0.0980657	109	114;2108;	PASS:GF	5:116085042-116085092;5:115895084-115895157;
ENSG00000146733::ENSG00000185290	PSPH::NUPR2	43.2352	0.0518135	5	192;0;	PASS:GF	7:56011074-56011236;7:56116014-56116134;
ENSG00000158864::ENSG00000158869	NDUFS2::FCER1G	26.7569	0.0146252	4	546;0;	PASS:RT	1:161202909-161203010;1:161218112-161218184;
ENSG00000164405::ENSG00000164406	UQCRQ::LEAP2	20.8399	0.00278474	5	3587;3;	PASS:RT	5:132866868-132867034;5:132873949-132874088;
ENSG00000165156::ENSG00000189376	ZHX1::C8orf76	49.499	0.0278552	5	37;321;	PASS:RT	8:123267272-123267385;8:123219996-123220296;
ENSG00000165948::ENSG00000165949	IFI27L1::IFI27	40.3285	0.0991736	6	116;4;	PASS:RT	14:94081371-94081448;14:94114850-94114879;
